password,length,has_lower,has_upper,has_digit,has_symbol,unique_ratio,longest_run,has_year_like,has_common_word,has_keyboard_walk,has_sequential_digits,entropy_bits,strength_score,label
E_PKW7&TN,9,0,1,1,1,1.0,1,0,0,0,0,54.787,54.787,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
Noor2010!,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
Maya1999,8,1,1,1,0,0.625,3,1,0,0,0,47.634,31.634,Weak
"LtzQDW_F@(.RG!,!6v",18,1,1,1,1,0.9444,1,0,0,0,0,117.983,117.983,Strong
*!x*h^ejga,10,1,0,0,1,0.9,1,0,0,0,0,58.58,58.58,Medium
Maya199412,10,1,1,1,0,0.7,2,1,0,0,0,59.542,49.542,Medium
welcome7916,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
Ahmed20241,10,1,1,1,0,0.9,1,1,0,0,0,59.542,49.542,Medium
football4697,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
adam2001,8,1,0,1,0,0.75,2,1,0,0,0,41.359,31.359,Weak
maya20021,9,1,0,1,0,0.6667,2,1,0,0,0,46.529,36.529,Medium
fx9zDKpSot,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
2PWcfzyy,8,1,1,1,0,0.875,2,0,0,0,0,47.634,47.634,Medium
Ahmed199012,11,1,1,1,0,0.8182,2,1,0,0,0,65.496,55.496,Medium
adam20111,9,1,0,1,0,0.6667,3,1,0,0,0,46.529,30.529,Weak
fDB_8IfjJ*_?ewOcA=sY,20,1,1,1,1,0.9,1,0,0,0,0,131.092,131.092,Strong
u_E_X|*QXrk#Sgm3,16,1,1,1,1,0.875,1,0,0,0,0,104.873,104.873,Strong
1234569758,10,0,0,1,0,0.9,1,0,1,1,1,33.219,0.0,Weak
d:I5!DT(W3x-?Wk}L,17,1,1,1,1,0.9412,1,0,0,0,0,111.428,111.428,Strong
tWtXOUnl,8,1,1,0,0,0.875,1,0,0,0,0,45.604,45.604,Medium
abc1234419,10,1,0,1,0,0.8,2,0,1,0,1,51.699,25.699,Weak
123456789125,12,0,0,1,0,0.75,1,0,1,1,1,39.863,5.863,Weak
Mohamed1991,11,1,1,1,0,0.8182,2,1,0,0,0,65.496,55.496,Medium
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
L0Xk)F+%vWvr,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
abc1231036,10,1,0,1,0,0.8,1,0,1,0,0,51.699,33.699,Weak
adam2009#,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
maya20211,9,1,0,1,0,0.6667,2,1,0,0,0,46.529,36.529,Medium
sara2009,8,1,0,1,0,0.75,2,1,0,0,0,41.359,31.359,Weak
monkey5399,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
YOL!=FPWJYU,11,0,1,0,1,0.9091,1,0,0,0,0,64.438,64.438,Medium
monkey8939,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
7A4Li0@rMEGt,12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
9Z&#1*eU&kn,11,1,1,1,1,0.9091,1,0,0,0,0,72.1,72.1,Strong
f+ZQ3nbmHC,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
Maya2018@,9,1,1,1,1,0.8889,1,1,0,0,0,58.991,48.991,Medium
jwbEgsA69fh1,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
SNR6A%9S8m45Oi,14,1,1,1,1,0.9286,1,0,0,0,0,91.764,91.764,Strong
football5620,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
uQ-27DZxx3Yd,12,1,1,1,1,0.9167,2,0,0,0,0,78.655,78.655,Strong
ByaTnnrWT,9,1,1,0,0,0.7778,2,0,0,0,0,51.304,51.304,Medium
Z3IlxumD,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
Lina20141,9,1,1,1,0,0.8889,1,1,0,0,0,53.588,43.588,Medium
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
LfRiuhpthl,10,1,1,0,0,0.9,1,0,0,0,0,57.004,57.004,Medium
Sara2022#,9,1,1,1,1,0.6667,2,1,0,0,0,58.991,48.991,Medium
iloveyou7973,12,1,0,1,0,0.8333,1,0,1,0,0,62.039,44.039,Medium
Sara2025!,9,1,1,1,1,0.7778,1,1,0,0,0,58.991,48.991,Medium
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
Fim0y9JGPF,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
noor201612,10,1,0,1,0,0.7,2,1,0,0,0,51.699,41.699,Medium
mohamed2026,11,1,0,1,0,0.8182,1,1,0,0,0,56.869,46.869,Medium
password8808,12,1,0,1,0,0.75,2,0,1,0,0,62.039,44.039,Medium
welcome8115,11,1,0,1,0,0.8182,2,0,1,0,0,56.869,38.869,Medium
mohamed2007123,14,1,0,1,0,0.7857,2,1,0,0,0,72.379,62.379,Medium
f4*B2n.FMe5HSl4pEA=S,20,1,1,1,1,0.9,1,0,0,0,0,131.092,131.092,Strong
v{rAAh_S&J[&vPLL+8,18,1,1,1,1,0.7778,2,0,0,0,0,117.983,117.983,Strong
r0hJ.qqFsPF|Y,13,1,1,1,1,0.8462,2,0,0,0,0,85.21,85.21,Strong
Omar2016#,9,1,1,1,1,1.0,1,1,0,0,0,58.991,48.991,Medium
VrS74xD8,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
ahmed199512,11,1,0,1,0,0.8182,2,1,0,0,0,56.869,46.869,Medium
YIzn9B0nFr,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
abc1239468,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
noor201112,10,1,0,1,0,0.6,3,1,0,0,0,51.699,35.699,Medium
dragon,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
Mohamed2000#,12,1,1,1,1,0.8333,3,1,0,0,0,78.655,62.655,Medium
zq.MuJl.UGkV/.vgY4,18,1,1,1,1,0.8889,1,0,0,0,0,117.983,117.983,Strong
fTganEeiL,9,1,1,0,0,1.0,1,0,0,0,0,51.304,51.304,Medium
dragon0132,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
Sara2020,8,1,1,1,0,0.625,1,1,0,0,0,47.634,37.634,Medium
1234566022,10,0,0,1,0,0.7,2,0,1,1,1,33.219,0.0,Weak
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
aNPkCwUn,8,1,1,0,0,1.0,1,0,0,0,0,45.604,45.604,Medium
NRC3nf5gi,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
w9BuYiprPfpJ,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
dMA%$yYLgE@X,12,1,1,0,1,1.0,1,0,0,0,0,76.708,76.708,Strong
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
X_1U*w8jc=ibHB,14,1,1,1,1,1.0,1,0,0,0,0,91.764,91.764,Strong
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
Omar2022123,11,1,1,1,0,0.7273,2,1,0,0,0,65.496,55.496,Medium
INjrftfG,8,1,1,0,0,0.875,1,0,0,0,0,45.604,45.604,Medium
"&PY=:.,iN3EhFl",14,1,1,1,1,1.0,1,0,0,0,0,91.764,91.764,Strong
6{]hN/?wpbrbu,13,1,1,1,1,0.9231,1,0,0,0,0,85.21,85.21,Strong
lina20231,9,1,0,1,0,0.8889,1,1,0,0,0,46.529,36.529,Medium
IpdQ2I^iH,9,1,1,1,1,0.8889,1,0,0,0,0,58.991,58.991,Medium
FDGxdF2Kkxkq,12,1,1,1,0,0.75,1,0,0,0,0,71.45,71.45,Strong
hoVGac23apcE,12,1,1,1,0,0.8333,1,0,0,0,0,71.45,71.45,Strong
Sara2001123,11,1,1,1,0,0.6364,2,1,0,0,0,65.496,55.496,Medium
F1OIj=Vp#gw,11,1,1,1,1,1.0,1,0,0,0,0,72.1,72.1,Strong
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
7KNPl(6bVzL_M,13,1,1,1,1,1.0,1,0,0,0,0,85.21,85.21,Strong
LFXXmU5IW,9,1,1,1,0,0.8889,2,0,0,0,0,53.588,53.588,Medium
0dD*SbQaW,9,1,1,1,1,1.0,1,0,0,0,0,58.991,58.991,Medium
^E1!hsJlfD,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
0V6k-m#r:Yj=_h3?qELH,20,1,1,1,1,1.0,1,0,0,0,0,131.092,131.092,Strong
PO5IDjzr-ntnv57O0p,18,1,1,1,1,0.8333,1,0,0,0,0,117.983,117.983,Strong
Maya2018@,9,1,1,1,1,0.8889,1,1,0,0,0,58.991,48.991,Medium
uM]fBPslFTY$4,13,1,1,1,1,1.0,1,0,0,0,0,85.21,85.21,Strong
123456786625,12,0,0,1,0,0.6667,2,0,1,1,1,39.863,5.863,Weak
Maya1996#,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
CqzZVkHj,8,1,1,0,0,1.0,1,0,0,0,0,45.604,45.604,Medium
1234567265,10,0,0,1,0,0.7,1,0,1,1,1,33.219,0.0,Weak
admin7552,9,1,0,1,0,0.8889,2,0,1,0,0,46.529,28.529,Weak
monkey6471,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
dragon5799,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
"J5te{}{F,L@0(9hl",16,1,1,1,1,0.9375,1,0,0,0,0,104.873,104.873,Strong
123456788614,12,0,0,1,0,0.6667,2,0,1,1,1,39.863,5.863,Weak
yYTwEIYFw6KG,12,1,1,1,0,0.8333,1,0,0,0,0,71.45,71.45,Strong
abc1235224,10,1,0,1,0,0.8,2,0,1,0,0,51.699,33.699,Weak
abc1237728,10,1,0,1,0,0.8,2,0,1,0,0,51.699,33.699,Weak
Maya2000,8,1,1,1,0,0.625,3,1,0,0,0,47.634,31.634,Weak
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
C+XTwwE=OT=5,12,1,1,1,1,0.75,2,0,0,0,0,78.655,78.655,Strong
_y@*Nw!elhD]C8,14,1,1,1,1,1.0,1,0,0,0,0,91.764,91.764,Strong
Lina2002123,11,1,1,1,0,0.7273,2,1,0,0,0,65.496,55.496,Medium
sso^UjVYmR,10,1,1,0,1,0.9,2,0,0,0,0,63.923,63.923,Medium
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
9FPulT9JS47,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
wWNLqwa=Y+,10,1,1,0,1,0.9,1,0,0,0,0,63.923,63.923,Medium
monkey3619,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
noor1999@,9,1,0,1,1,0.6667,3,1,0,0,0,54.787,38.787,Medium
admin1453,9,1,0,1,0,1.0,1,0,1,0,0,46.529,28.529,Weak
qnpSewqYgU,10,1,1,0,0,0.9,1,0,0,0,0,57.004,57.004,Medium
iloveyou6875,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
WS*Wm9+.Cu5jeLcOHnj,19,1,1,1,1,0.8947,1,0,0,0,0,124.537,124.537,Strong
iloveyou1228,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
R[{9d3.v]3ugm,13,1,1,1,1,0.9231,1,0,0,0,0,85.21,85.21,Strong
qwerty9078,10,1,0,1,0,1.0,1,0,1,1,0,51.699,25.699,Weak
H?KMEmgY+(!tgUa2lL?;,20,1,1,1,1,0.9,1,0,0,0,0,131.092,131.092,Strong
AvLk8oNY8,9,1,1,1,0,0.8889,1,0,0,0,0,53.588,53.588,Medium
omar199512,10,1,0,1,0,0.8,2,1,0,0,0,51.699,41.699,Medium
iloveyou7303,12,1,0,1,0,0.8333,1,0,1,0,0,62.039,44.039,Medium
welcome4400,11,1,0,1,0,0.7273,2,0,1,0,0,56.869,38.869,Medium
football,8,1,0,0,0,0.75,2,0,1,0,0,37.604,19.604,Weak
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
maya2025,8,1,0,1,0,0.75,1,1,0,0,0,41.359,31.359,Weak
R37EK4pEtfz,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
#+%+|}sp5wvB,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
k3zsHOilX,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
Lina20071,9,1,1,1,0,0.8889,2,1,0,0,0,53.588,43.588,Medium
1o1ts_=-mn_mK&S0HX.!,20,1,1,1,1,0.85,1,0,0,0,0,131.092,131.092,Strong
Noor1992!,9,1,1,1,1,0.7778,2,1,0,0,0,58.991,48.991,Medium
monkey,6,1,0,0,0,1.0,1,0,1,0,0,28.203,10.203,Weak
Adam201112,10,1,1,1,0,0.7,3,1,0,0,0,59.542,43.542,Medium
bv0Yttr1F2,10,1,1,1,0,0.9,2,0,0,0,0,59.542,59.542,Medium
oitVCX0u,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
welcome6671,11,1,0,1,0,0.8182,2,0,1,0,0,56.869,38.869,Medium
lina19931,9,1,0,1,0,0.7778,2,1,0,0,0,46.529,36.529,Medium
football2222,12,1,0,1,0,0.5833,4,0,1,0,0,62.039,28.039,Weak
wyzhFe6gUzJ*,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
Mohamed1991!,12,1,1,1,1,0.8333,2,1,0,0,0,78.655,68.655,Medium
sara20201,9,1,0,1,0,0.6667,1,1,0,0,0,46.529,36.529,Medium
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
gu=BCCAI0$,10,1,1,1,1,0.9,2,0,0,0,0,65.546,65.546,Medium
dragon2167,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
password9967,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
y2wDqnDtRH,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
aGQ911xJPMM,11,1,1,1,0,0.8182,2,0,0,0,0,65.496,65.496,Medium
dragon1045,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
JH..Myt%Eh[Z?Ord7,17,1,1,1,1,0.9412,2,0,0,0,0,111.428,111.428,Strong
1ZXe-+yRC&:8/T#M,16,1,1,1,1,1.0,1,0,0,0,0,104.873,104.873,Strong
m8qH-xQlCTCN,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
lina2013@,9,1,0,1,1,1.0,1,1,0,0,0,54.787,44.787,Medium
mohamed2020,11,1,0,1,0,0.7273,1,1,0,0,0,56.869,46.869,Medium
mohamed2020!,12,1,0,1,1,0.75,1,1,0,0,0,73.05,63.05,Medium
^M0gtrzR0_6sOxk!Q;,18,1,1,1,1,0.9444,1,0,0,0,0,117.983,117.983,Strong
:ha5JAv+u!lq{3:2Z,17,1,1,1,1,0.9412,1,0,0,0,0,111.428,111.428,Strong
Noor2014,8,1,1,1,0,0.875,2,1,0,0,0,47.634,37.634,Medium
admin,5,1,0,0,0,1.0,1,0,1,0,0,23.502,5.502,Weak
yc|a;FCSNqnX#=NvifM7,20,1,1,1,1,0.95,1,0,0,0,0,131.092,131.092,Strong
B4Riv5FwWmk8,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
cDCqBc=#vpU.eW:G&0,18,1,1,1,1,0.9444,1,0,0,0,0,117.983,117.983,Strong
ahmed199612,11,1,0,1,0,0.8182,2,1,0,0,0,56.869,46.869,Medium
1234566230,10,0,0,1,0,0.7,2,0,1,1,1,33.219,0.0,Weak
noor1999!,9,1,0,1,1,0.6667,3,1,0,0,0,54.787,38.787,Medium
gQHrNMSiA1,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
}pKon@z]zH%zT0Luf(@A,20,1,1,1,1,0.85,1,0,0,0,0,131.092,131.092,Strong
ablo=@tl$jm,11,1,0,0,1,0.9091,1,0,0,0,0,64.438,64.438,Medium
6LH7gmwfLU|O2om,15,1,1,1,1,0.8667,1,0,0,0,0,98.319,98.319,Strong
"br?,vQT4}IlV",12,1,1,1,1,1.0,1,0,0,0,0,78.655,78.655,Strong
Z6IX91voq,9,1,1,1,0,1.0,1,0,0,0,0,53.588,53.588,Medium
2kgA6LEZ,8,1,1,1,0,1.0,1,0,0,0,0,47.634,47.634,Medium
Noor20011,9,1,1,1,0,0.6667,2,1,0,0,0,53.588,43.588,Medium
ahmed1998#,10,1,0,1,1,0.9,2,1,0,0,0,60.875,50.875,Medium
iloveyou1037,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
RHXVKUKo,8,1,1,0,0,0.875,1,0,0,0,0,45.604,45.604,Medium
"%%}m3?F9S?|,Xt){g",17,1,1,1,1,0.8824,2,0,0,0,0,111.428,111.428,Strong
123456787688,12,0,0,1,0,0.6667,2,0,1,1,1,39.863,5.863,Weak
"!PEQJg#C(,WZ1",13,1,1,1,1,1.0,1,0,0,0,0,85.21,85.21,Strong
Noor1995123,11,1,1,1,0,0.7273,2,1,0,0,0,65.496,55.496,Medium
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
iloveyou9128,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
$)A./6RUgC6Q)}[8,16,1,1,1,1,0.875,1,0,0,0,0,104.873,104.873,Strong
hgWQoavw1O,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
(%Vnfv@r0nG{zypY,16,1,1,1,1,0.9375,1,0,0,0,0,104.873,104.873,Strong
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
iloveyou9647,12,1,0,1,0,0.9167,1,0,1,0,0,62.039,44.039,Medium
L9Gi9FaHVdJ,11,1,1,1,0,0.9091,1,0,0,0,0,65.496,65.496,Medium
$w-wqnX?[]P#X1]FJYR,19,1,1,1,1,0.8421,1,0,0,0,0,124.537,124.537,Strong
rr0]$M(O(;BzA}LS|q.,19,1,1,1,1,0.8947,2,0,0,0,0,124.537,124.537,Strong
#*:PoT)9-+/1|&,14,1,1,1,1,1.0,1,0,0,0,0,91.764,91.764,Strong
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
Ahmed2014!,10,1,1,1,1,1.0,1,1,0,0,0,65.546,55.546,Medium
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
letmein7415,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
VPJypGYYZSsS,12,1,1,0,0,0.8333,2,0,0,0,0,68.405,68.405,Medium
O_gbGz4CV*z,11,1,1,1,1,0.9091,1,0,0,0,0,72.1,72.1,Strong
wjxw$pWf2,9,1,1,1,1,0.8889,1,0,0,0,0,58.991,58.991,Medium
abc1239568,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
welcome,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
12345678,8,0,0,1,0,1.0,1,0,1,1,1,26.575,0.0,Weak
omar2021123,11,1,0,1,0,0.7273,2,1,0,0,0,56.869,46.869,Medium
lina2023!,9,1,0,1,1,0.8889,1,1,0,0,0,54.787,44.787,Medium
sara20161,9,1,0,1,0,0.7778,1,1,0,0,0,46.529,36.529,Medium
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
B^8-boS5EF,10,1,1,1,1,1.0,1,0,0,0,0,65.546,65.546,Medium
WoXG*Kd%V$$5!fL.y,17,1,1,1,1,0.9412,2,0,0,0,0,111.428,111.428,Strong
123456,6,0,0,1,0,1.0,1,0,1,1,1,19.932,0.0,Weak
letmein1072,11,1,0,1,0,0.9091,1,0,1,0,0,56.869,38.869,Medium
B1gnI1S4V,9,1,1,1,0,0.8889,1,0,0,0,0,53.588,53.588,Medium
jbDTvcfe,8,1,1,0,0,1.0,1,0,0,0,0,45.604,45.604,Medium
abc1239420,10,1,0,1,0,0.9,1,0,1,0,0,51.699,33.699,Weak
"X5;Z3OcX|p&a,}i-fj",18,1,1,1,1,0.9444,1,0,0,0,0,117.983,117.983,Strong
mohamed2008123,14,1,0,1,0,0.7857,2,1,0,0,0,72.379,62.379,Medium
Cyz0QbEkIo,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
iloveyou,8,1,0,0,0,0.875,1,0,1,0,0,37.604,19.604,Weak
jtR469Y3UP,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
ahmed2025123,12,1,0,1,0,0.8333,1,1,0,0,0,62.039,52.039,Medium
password6456,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
mohamed2009!,12,1,0,1,1,0.8333,2,1,0,0,0,73.05,63.05,Medium
"B0,$suxC{Gyox/_g(",17,1,1,1,1,0.9412,1,0,0,0,0,111.428,111.428,Strong
Mohamed200812,13,1,1,1,0,0.8462,2,1,0,0,0,77.405,67.405,Medium
football5420,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
dragon4671,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
qwerty7383,10,1,0,1,0,0.9,1,0,1,1,0,51.699,25.699,Weak
jKKxZu9Bka,10,1,1,1,0,0.9,2,0,0,0,0,59.542,59.542,Medium
qwerty,6,1,0,0,0,1.0,1,0,1,1,0,28.203,2.203,Weak
iRUv4EDCwX,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
letmein9938,11,1,0,1,0,0.8182,2,0,1,0,0,56.869,38.869,Medium
mqU4OeUe5,9,1,1,1,0,0.7778,1,0,0,0,0,53.588,53.588,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
Ln6cJqI5IEPX,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
iloveyou9660,12,1,0,1,0,0.8333,2,0,1,0,0,62.039,44.039,Medium
7#$lYU#b?E{v$r,14,1,1,1,1,0.8571,1,0,0,0,0,91.764,91.764,Strong
sara20261,9,1,0,1,0,0.7778,1,1,0,0,0,46.529,36.529,Medium
TfC!DiHVDf/A%UX86ff,19,1,1,1,1,0.7895,2,0,0,0,0,124.537,124.537,Strong
n%:JH-*_wW.WU=.j4,17,1,1,1,1,0.8824,1,0,0,0,0,111.428,111.428,Strong
Maya2023#,9,1,1,1,1,0.7778,1,1,0,0,0,58.991,48.991,Medium
"9]a#r4vDj$,JBtxuU]p",19,1,1,1,1,0.9474,1,0,0,0,0,124.537,124.537,Strong
UhEREEnLkP1,11,1,1,1,0,0.8182,2,0,0,0,0,65.496,65.496,Medium
maya1992!,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
dragon9376,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
Adam202612,10,1,1,1,0,0.8,1,1,0,0,0,59.542,49.542,Medium
nCME3Eko1A,10,1,1,1,0,0.9,1,0,0,0,0,59.542,59.542,Medium
lNQGqkURv7DM,12,1,1,1,0,1.0,1,0,0,0,0,71.45,71.45,Strong
Maya2014#,9,1,1,1,1,0.8889,1,1,0,0,0,58.991,48.991,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
Adam19991,9,1,1,1,0,0.6667,3,1,0,0,0,53.588,37.588,Medium
ahmed20241,10,1,0,1,0,0.9,1,1,0,0,0,51.699,41.699,Medium
dragon9887,10,1,0,1,0,0.9,2,0,1,0,0,51.699,33.699,Weak
x3cSHBo8ZEY,11,1,1,1,0,1.0,1,0,0,0,0,65.496,65.496,Medium
V6W1SKgBiq,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
maya1995@,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
omar2002,8,1,0,1,0,0.75,2,1,0,0,0,41.359,31.359,Weak
HayPnSZuAxgj,12,1,1,0,0,1.0,1,0,0,0,0,68.405,68.405,Medium
omar2006123,11,1,0,1,0,0.8182,2,1,0,0,0,56.869,46.869,Medium
Omar2015123,11,1,1,1,0,0.8182,1,1,0,0,0,65.496,55.496,Medium
noor2001@,9,1,0,1,1,0.7778,2,1,0,0,0,54.787,44.787,Medium
omar2026@,9,1,0,1,1,0.8889,1,1,0,0,0,54.787,44.787,Medium
Sara199712,10,1,1,1,0,0.7,2,1,0,0,0,59.542,49.542,Medium
$ZR_guXal,9,1,1,0,1,1.0,1,0,0,0,0,57.531,57.531,Medium
BfeqoxfMcUy,11,1,1,0,0,0.9091,1,0,0,0,0,62.705,62.705,Medium
{.%K[hw:@4bz?%Kye[,18,1,1,1,1,0.8333,1,0,0,0,0,117.983,117.983,Strong
Maya200012,10,1,1,1,0,0.6,3,1,0,0,0,59.542,43.542,Medium
password,8,1,0,0,0,0.875,2,0,1,0,0,37.604,19.604,Weak
abc123,6,1,0,1,0,1.0,1,0,1,0,0,31.02,13.02,Weak
Adam20151,9,1,1,1,0,0.8889,1,1,0,0,0,53.588,43.588,Medium
football1477,12,1,0,1,0,0.75,2,0,1,0,0,62.039,44.039,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
abc1233187,10,1,0,1,0,0.8,2,0,1,0,0,51.699,33.699,Weak
Hw0#n)j#LRo$,12,1,1,1,1,0.9167,1,0,0,0,0,78.655,78.655,Strong
+G4W_9FR66=d9oHiW:C|,20,1,1,1,1,0.85,2,0,0,0,0,131.092,131.092,Strong
wHIaS1qpsf,10,1,1,1,0,1.0,1,0,0,0,0,59.542,59.542,Medium
lina19941,9,1,0,1,0,0.7778,2,1,0,0,0,46.529,36.529,Medium
Lina20031,9,1,1,1,0,0.8889,2,1,0,0,0,53.588,43.588,Medium
@zEEHADzF}Ttnp7,15,1,1,1,1,0.8667,2,0,0,0,0,98.319,98.319,Strong
2ExNuF545K3r,12,1,1,1,0,0.9167,1,0,0,0,0,71.45,71.45,Strong
omar2015!,9,1,0,1,1,1.0,1,1,0,0,0,54.787,44.787,Medium
letmein,7,1,0,0,0,0.8571,1,0,1,0,0,32.903,14.903,Weak
Ahmed2022@,10,1,1,1,1,0.8,2,1,0,0,0,65.546,55.546,Medium
hSHDuSaaR,9,1,1,0,0,0.7778,2,0,0,0,0,51.304,51.304,Medium
monkey5924,10,1,0,1,0,1.0,1,0,1,0,0,51.699,33.699,Weak
(HEI8{RUx@2A1V,14,1,1,1,1,1.0,1,0,0,0,0,91.764,91.764,Strong
